"","Newspaper","City","State","Year","County","Full_State","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","VARIABLE NAME"
"284","The Indianapolis Leader","Indianapolis","IN",1881,"Marion","Indiana","G1701830","22","18","970",NA
"285","The Indianapolis Leader","Indianapolis","IN",1882,"Marion","Indiana","G1701830","22","18","970",NA
"286","The Indianapolis Recorder","Indianapolis","IN",1899,"Marion","Indiana","G1701830","22","18","970",NA
"287","The Indianapolis Recorder","Indianapolis","IN",1900,"Marion","Indiana","G1701830","22","18","970",NA
"288","The Indianapolis Recorder","Indianapolis","IN",1901,"Marion","Indiana","G1701830","22","18","970",NA
"289","The Indianapolis Recorder","Indianapolis","IN",1902,"Marion","Indiana","G1701830","22","18","970",NA
"290","The Indianapolis Recorder","Indianapolis","IN",1903,"Marion","Indiana","G1701830","22","18","970",NA
"291","The Indianapolis Recorder","Indianapolis","IN",1904,"Marion","Indiana","G1701830","22","18","970",NA
"292","The Indianapolis Recorder","Indianapolis","IN",1905,"Marion","Indiana","G1701830","22","18","970",NA
"293","The Indianapolis Recorder","Indianapolis","IN",1906,"Marion","Indiana","G1701830","22","18","970",NA
"294","The Indianapolis Recorder","Indianapolis","IN",1907,"Marion","Indiana","G1701830","22","18","970",NA
"295","The Indianapolis Recorder","Indianapolis","IN",1908,"Marion","Indiana","G1701830","22","18","970",NA
"296","The Indianapolis Recorder","Indianapolis","IN",1909,"Marion","Indiana","G1701830","22","18","970",NA
"297","The Indianapolis Recorder","Indianapolis","IN",1910,"Marion","Indiana","G1701830","22","18","970",NA
"298","The Indianapolis Recorder","Indianapolis","IN",1911,"Marion","Indiana","G1701830","22","18","970",NA
"299","The Indianapolis Recorder","Indianapolis","IN",1912,"Marion","Indiana","G1701830","22","18","970",NA
"300","The Indianapolis Recorder","Indianapolis","IN",1913,"Marion","Indiana","G1701830","22","18","970",NA
"301","The Indianapolis Recorder","Indianapolis","IN",1914,"Marion","Indiana","G1701830","22","18","970",NA
"302","The Indianapolis Recorder","Indianapolis","IN",1915,"Marion","Indiana","G1701830","22","18","970",NA
"303","The Indianapolis Recorder","Indianapolis","IN",1916,"Marion","Indiana","G1701830","22","18","970",NA
"304","The Indianapolis Recorder","Indianapolis","IN",1926,"Marion","Indiana","G1701830","22","18","970",NA
"305","The Indianapolis Recorder","Indianapolis","IN",1927,"Marion","Indiana","G1701830","22","18","970",NA
"306","The Indianapolis Recorder","Indianapolis","IN",1928,"Marion","Indiana","G1701830","22","18","970",NA
"307","The Indianapolis Recorder","Indianapolis","IN",1929,"Marion","Indiana","G1701830","22","18","970",NA
"308","The Indianapolis Recorder","Indianapolis","IN",1930,"Marion","Indiana","G1701830","22","18","970",NA
"309","The Indianapolis Recorder","Indianapolis","IN",1931,"Marion","Indiana","G1701830","22","18","970",NA
"310","The Indianapolis Recorder","Indianapolis","IN",1932,"Marion","Indiana","G1701830","22","18","970",NA
"311","The Indianapolis Recorder","Indianapolis","IN",1933,"Marion","Indiana","G1701830","22","18","970",NA
"312","The Indianapolis Recorder","Indianapolis","IN",1934,"Marion","Indiana","G1701830","22","18","970",NA
"313","The Indianapolis Recorder","Indianapolis","IN",1935,"Marion","Indiana","G1701830","22","18","970",NA
"314","The Indianapolis Recorder","Indianapolis","IN",1936,"Marion","Indiana","G1701830","22","18","970",NA
"315","The Indianapolis Recorder","Indianapolis","IN",1937,"Marion","Indiana","G1701830","22","18","970",NA
"316","The Indianapolis Recorder","Indianapolis","IN",1938,"Marion","Indiana","G1701830","22","18","970",NA
"317","The Indianapolis Recorder","Indianapolis","IN",1939,"Marion","Indiana","G1701830","22","18","970",NA
"318","The Indianapolis Recorder","Indianapolis","IN",1940,"Marion","Indiana","G1701830","22","18","970",NA
"319","The Indianapolis Recorder","Indianapolis","IN",1941,"Marion","Indiana","G1701830","22","18","970",NA
"320","The Indianapolis Recorder","Indianapolis","IN",1942,"Marion","Indiana","G1701830","22","18","970",NA
"321","The Indianapolis Recorder","Indianapolis","IN",1943,"Marion","Indiana","G1701830","22","18","970",NA
"322","The Indianapolis Recorder","Indianapolis","IN",1944,"Marion","Indiana","G1701830","22","18","970",NA
"323","The Indianapolis Recorder","Indianapolis","IN",1945,"Marion","Indiana","G1701830","22","18","970",NA
"324","The Indianapolis Recorder","Indianapolis","IN",1946,"Marion","Indiana","G1701830","22","18","970",NA
"325","The Indianapolis Recorder","Indianapolis","IN",1947,"Marion","Indiana","G1701830","22","18","970",NA
"326","The Indianapolis Recorder","Indianapolis","IN",1948,"Marion","Indiana","G1701830","22","18","970",NA
"327","The Indianapolis Recorder","Indianapolis","IN",1949,"Marion","Indiana","G1701830","22","18","970",NA
"328","The Indianapolis Recorder","Indianapolis","IN",1950,"Marion","Indiana","G1701830","22","18","970",NA
"329","The Indianapolis Recorder","Indianapolis","IN",1951,"Marion","Indiana","G1701830","22","18","970",NA
"330","The Indianapolis Recorder","Indianapolis","IN",1952,"Marion","Indiana","G1701830","22","18","970",NA
"331","The Indianapolis Recorder","Indianapolis","IN",1953,"Marion","Indiana","G1701830","22","18","970",NA
"332","The Indianapolis Recorder","Indianapolis","IN",1954,"Marion","Indiana","G1701830","22","18","970",NA
"333","The Indianapolis Recorder","Indianapolis","IN",1955,"Marion","Indiana","G1701830","22","18","970",NA
"334","The Indianapolis Recorder","Indianapolis","IN",1956,"Marion","Indiana","G1701830","22","18","970",NA
"335","The Indianapolis Recorder","Indianapolis","IN",1957,"Marion","Indiana","G1701830","22","18","970",NA
"336","The Indianapolis Recorder","Indianapolis","IN",1958,"Marion","Indiana","G1701830","22","18","970",NA
"337","The Indianapolis Recorder","Indianapolis","IN",1959,"Marion","Indiana","G1701830","22","18","970",NA
"338","The Indianapolis Recorder","Indianapolis","IN",1960,"Marion","Indiana","G1701830","22","18","970",NA
"339","The Indianapolis Recorder","Indianapolis","IN",1961,"Marion","Indiana","G1701830","22","18","970",NA
"340","The Indianapolis Recorder","Indianapolis","IN",1962,"Marion","Indiana","G1701830","22","18","970",NA
"341","The Indianapolis Recorder","Indianapolis","IN",1963,"Marion","Indiana","G1701830","22","18","970",NA
"342","The Indianapolis Recorder","Indianapolis","IN",1964,"Marion","Indiana","G1701830","22","18","970",NA
"343","The Indianapolis Recorder","Indianapolis","IN",1965,"Marion","Indiana","G1701830","22","18","970",NA
"344","Iowa Baptist Standard","Des Moines","IA",1897,"Polk","Iowa","G1900350","31","19","1530",NA
"345","The Iowa State Bystander","Des Moines","IA",1894,"Polk","Iowa","G1900350","31","19","1530",NA
"346","The Iowa State Bystander","Des Moines","IA",1895,"Polk","Iowa","G1900350","31","19","1530",NA
"347","The Iowa State Bystander","Des Moines","IA",1896,"Polk","Iowa","G1900350","31","19","1530",NA
"348","The Iowa State Bystander","Des Moines","IA",1897,"Polk","Iowa","G1900350","31","19","1530",NA
"349","The Iowa State Bystander","Des Moines","IA",1898,"Polk","Iowa","G1900350","31","19","1530",NA
"350","The Iowa State Bystander","Des Moines","IA",1899,"Polk","Iowa","G1900350","31","19","1530",NA
"351","The Iowa State Bystander","Des Moines","IA",1900,"Polk","Iowa","G1900350","31","19","1530",NA
"352","The Iowa State Bystander","Des Moines","IA",1901,"Polk","Iowa","G1900350","31","19","1530",NA
"353","The Iowa State Bystander","Des Moines","IA",1902,"Polk","Iowa","G1900350","31","19","1530",NA
"354","The Iowa State Bystander","Des Moines","IA",1903,"Polk","Iowa","G1900350","31","19","1530",NA
"355","The Iowa State Bystander","Des Moines","IA",1904,"Polk","Iowa","G1900350","31","19","1530",NA
"356","The Iowa State Bystander","Des Moines","IA",1905,"Polk","Iowa","G1900350","31","19","1530",NA
"357","The Iowa State Bystander","Des Moines","IA",1906,"Polk","Iowa","G1900350","31","19","1530",NA
"358","The Iowa State Bystander","Des Moines","IA",1907,"Polk","Iowa","G1900350","31","19","1530",NA
"359","The Iowa State Bystander","Des Moines","IA",1908,"Polk","Iowa","G1900350","31","19","1530",NA
"360","The Iowa State Bystander","Des Moines","IA",1909,"Polk","Iowa","G1900350","31","19","1530",NA
"361","The Iowa State Bystander","Des Moines","IA",1910,"Polk","Iowa","G1900350","31","19","1530",NA
"362","The Iowa State Bystander","Des Moines","IA",1911,"Polk","Iowa","G1900350","31","19","1530",NA
"363","The Iowa State Bystander","Des Moines","IA",1912,"Polk","Iowa","G1900350","31","19","1530",NA
"364","The Iowa State Bystander","Des Moines","IA",1913,"Polk","Iowa","G1900350","31","19","1530",NA
"365","The Iowa State Bystander","Des Moines","IA",1914,"Polk","Iowa","G1900350","31","19","1530",NA
"366","The Iowa State Bystander","Des Moines","IA",1915,"Polk","Iowa","G1900350","31","19","1530",NA
"367","The Iowa State Bystander","Des Moines","IA",1916,"Polk","Iowa","G1900350","31","19","1530",NA
"368","The Journal of Industry","Raleigh","NC",1879,"Wake","North Carolina","G3700650","47","37","1830",NA
"369","The Journal of Industry","Raleigh","NC",1880,"Wake","North Carolina","G3700650","47","37","1830",NA
"370","Justice","Chattanooga","TN",1887,"Hamilton","Tennessee","G4600870","54","47","650",NA
"371","Kansas Weekly Herald","Topeka","KS",1880,"Shawnee","Kansas","G2000590","32","20","1770",NA
"372","The Langston City Herald","Langston City","OK",1892,"Logan","Oklahoma","G3901410","53","40","830",NA
"373","The Langston City Herald","Langston City","OK",1893,"Logan","Oklahoma","G3901410","53","40","830",NA
"374","The Langston City Herald","Langston City","OK",1894,"Logan","Oklahoma","G3901410","53","40","830",NA
"375","The Langston City Herald","Langston City","OK",1895,"Logan","Oklahoma","G3901410","53","40","830",NA
"376","The Langston City Herald","Langston City","OK",1896,"Logan","Oklahoma","G3901410","53","40","830",NA
"377","The Langston City Herald","Langston City","OK",1897,"Logan","Oklahoma","G3901410","53","40","830",NA
"378","The Langston City Herald","Langston City","OK",1898,"Logan","Oklahoma","G3901410","53","40","830",NA
"379","The Laurinburg Post","Laurinburg","NC",1895,"Scotland","North Carolina","G3700470","47","37","1650",NA
"380","The Midland Express","Boydton","VA",1893,"Mecklenburg","Virginia","G5100370","40","51","1170",NA
"381","National Baptist World","Wichita","KS",1894,"Sedgwick","Kansas","G2000550","32","20","1730",NA
"382","The N.C. Republican and Civil Rights Advocate","Weldon","NC",1884,"Halifax","North Carolina","G3600890","47","37","830",NA
"383","Negro World","Knoxville","TN",1891,"Knox","Tennessee","G4601130","54","47","930",NA
"384","New York Age","New York","NY",1890,"New York","New York","G3500070","13","36","610",NA
"385","New York Age","New York","NY",1891,"New York","New York","G3500070","13","36","610",NA
"386","New York Age","New York","NY",1892,"New York","New York","G3500070","13","36","610",NA
"387","The Nicodemus Cyclone","Nicodemus","KS",1887,"Graham","Kansas","G1901450","32","20","650",NA
"388","The Nicodemus Cyclone","Nicodemus","KS",1888,"Graham","Kansas","G1901450","32","20","650",NA
"389","The Nicodemus Enterprise","Nicodemus","KS",1887,"Graham","Kansas","G1901450","32","20","650",NA
"390","North Carolina Gazette","Raleigh","NC",1885,"Wake","North Carolina","G3700650","47","37","1830",NA
"391","North Carolina Republican","Raleigh","NC",1880,"Wake","North Carolina","G3700650","47","37","1830",NA
"392","The Pacific Appeal","San Francisco","CA",1877,"San Francisco","California","G0501070","71","6","750",NA
"393","The Peoples' Advocate","New Bern","NC",1886,"Craven","North Carolina","G3600550","47","37","490",NA
"394","The People's Friend","Wichita","KS",1894,"Sedgwick","Kansas","G2000550","32","20","1730",NA
"395","The People's Recorder","Columbia","SC",1898,"Richland","South Carolina","G4201050","48","45","790",NA
"396","The People's Recorder","Columbia","SC",1900,"Richland","South Carolina","G4201050","48","45","790",NA
"397","The People's Recorder","Columbia","SC",1901,"Richland","South Carolina","G4201050","48","45","790",NA
"398","The People's Recorder","Columbia","SC",1909,"Richland","South Carolina","G4201050","48","45","790",NA
"399","The Progress","Omaha","NE",1890,"Douglas","Nebraska","G3000510","35","31","550",NA
"400","The Progress","Omaha","NE",1900,"Douglas","Nebraska","G3000510","35","31","550",NA
"401","The Republican","Seattle","WA",1896,"King","Washington","G5107350","73","53","330",NA
"402","The Republican","Seattle","WA",1898,"King","Washington","G5107350","73","53","330",NA
"403","The Republican Courier","New Orleans","LA",1899,"Orleans","Louisiana","G2101930","45","22","710",NA
"404","The Republican Courier","New Orleans","LA",1900,"Orleans","Louisiana","G2101930","45","22","710",NA
"405","Richmond Planet","Richmond","VA",1889,"Henrico","Virginia","G5105100","40","51","870",NA
"406","Richmond Planet","Richmond","VA",1889,"Chesterfield","Virginia","G4900210","40","51","410",NA
"407","Richmond Planet","Richmond","VA",1890,"Henrico","Virginia","G5105100","40","51","870",NA
"408","Richmond Planet","Richmond","VA",1890,"Chesterfield","Virginia","G4900210","40","51","410",NA
"409","Richmond Planet","Richmond","VA",1894,"Henrico","Virginia","G5105100","40","51","870",NA
"410","Richmond Planet","Richmond","VA",1894,"Chesterfield","Virginia","G4900210","40","51","410",NA
"411","Richmond Planet","Richmond","VA",1895,"Henrico","Virginia","G5105100","40","51","870",NA
"412","Richmond Planet","Richmond","VA",1895,"Chesterfield","Virginia","G4900210","40","51","410",NA
"413","Richmond Planet","Richmond","VA",1896,"Henrico","Virginia","G5105100","40","51","870",NA
"414","Richmond Planet","Richmond","VA",1896,"Chesterfield","Virginia","G4900210","40","51","410",NA
"415","Richmond Planet","Richmond","VA",1897,"Henrico","Virginia","G5105100","40","51","870",NA
"416","Richmond Planet","Richmond","VA",1897,"Chesterfield","Virginia","G4900210","40","51","410",NA
"417","Richmond Planet","Richmond","VA",1898,"Henrico","Virginia","G5105100","40","51","870",NA
"418","Richmond Planet","Richmond","VA",1898,"Chesterfield","Virginia","G4900210","40","51","410",NA
"419","Richmond Planet","Richmond","VA",1899,"Henrico","Virginia","G5105100","40","51","870",NA
"420","Richmond Planet","Richmond","VA",1899,"Chesterfield","Virginia","G4900210","40","51","410",NA
"421","Richmond Planet","Richmond","VA",1900,"Henrico","Virginia","G5105100","40","51","870",NA
"422","Richmond Planet","Richmond","VA",1900,"Chesterfield","Virginia","G4900210","40","51","410",NA
"423","Richmond Planet","Richmond","VA",1901,"Henrico","Virginia","G5105100","40","51","870",NA
"424","Richmond Planet","Richmond","VA",1901,"Chesterfield","Virginia","G4900210","40","51","410",NA
"425","Richmond Planet","Richmond","VA",1902,"Henrico","Virginia","G5105100","40","51","870",NA
"426","Richmond Planet","Richmond","VA",1902,"Chesterfield","Virginia","G4900210","40","51","410",NA
"427","Richmond Planet","Richmond","VA",1903,"Henrico","Virginia","G5105100","40","51","870",NA
"428","Richmond Planet","Richmond","VA",1903,"Chesterfield","Virginia","G4900210","40","51","410",NA
"429","Richmond Planet","Richmond","VA",1904,"Henrico","Virginia","G5105100","40","51","870",NA
"430","Richmond Planet","Richmond","VA",1904,"Chesterfield","Virginia","G4900210","40","51","410",NA
"431","Richmond Planet","Richmond","VA",1905,"Henrico","Virginia","G5105100","40","51","870",NA
"432","Richmond Planet","Richmond","VA",1905,"Chesterfield","Virginia","G4900210","40","51","410",NA
"433","Richmond Planet","Richmond","VA",1906,"Henrico","Virginia","G5105100","40","51","870",NA
"434","Richmond Planet","Richmond","VA",1906,"Chesterfield","Virginia","G4900210","40","51","410",NA
"435","Richmond Planet","Richmond","VA",1907,"Henrico","Virginia","G5105100","40","51","870",NA
"436","Richmond Planet","Richmond","VA",1907,"Chesterfield","Virginia","G4900210","40","51","410",NA
"437","Richmond Planet","Richmond","VA",1908,"Henrico","Virginia","G5105100","40","51","870",NA
"438","Richmond Planet","Richmond","VA",1908,"Chesterfield","Virginia","G4900210","40","51","410",NA
"439","Richmond Planet","Richmond","VA",1909,"Henrico","Virginia","G5105100","40","51","870",NA
"440","Richmond Planet","Richmond","VA",1909,"Chesterfield","Virginia","G4900210","40","51","410",NA
"441","Richmond Planet","Richmond","VA",1910,"Henrico","Virginia","G5105100","40","51","870",NA
"442","Richmond Planet","Richmond","VA",1910,"Chesterfield","Virginia","G4900210","40","51","410",NA
